ID,工单编号,行业分类1级,行业分类2级,行业分类3级,行业分类4级,诉求内容,原处置单位,处置单位,单位类别
11246,20180112243754,住房保障,物业服务管理,其他,其他,市民来电反映:国贸大道国联大厦B座停车场物业为了增收停车费将车位增设临时停车，没有经过任何物价部门审批私定价格也没有立公示牌，也没有停车票，导致小区车位供不应求，小区业主和保安经常闹纠纷。请龙华区物价核实处理！（请职能局在规定30分钟内联系市民，响应处置）,龙华区物价监督检查局,物价监督检查局,2
11249,20180113257040,城乡建设,违法建筑,违法建筑,违章建筑,"市民来电反映:美兰区灵山镇新岛村委会大宋村庙旁边有人在此违建房子。请美兰区城管核实处理，（请职能局按规定在30分钟内核实处理，响应处置） 
市民再次来电反映:其表示现在还有人正在违建，并且堵住旁边的路，不让村民通行，其表示工作人员离开后就开始违建，请美兰区城管核实处理，（请职能局按规定在30分钟内核实处理，响应处置）
2018-01-12 17:43:11美兰区城管局：我局分派灵山中队赶往现场2018-1-12 17:41:44灵山中队现场反馈，我局执法队员现场责令业主停止施工，并且破坏墙体，暂扣手推车一辆（20180112250487）
市民再次来电反映:目前该住户正在进行违建加盖，请美兰区城管核实处理，（请职能局按规定在30分钟内核实处理，响应处置）",美兰区城管局,城市管理行政执法局,2
11257,20180114269106,部件,道路交通,电动车停车场,收费,"嘉华社区来电反馈：（工单号20180114268666）《关于龙华区金龙路友谊阳光城正门前面路边电动车停车位有人乱收费的问题》工单结果
工单内容：
市民微信反映: 龙华区金龙路友谊阳光城正门前面路边电动车停车位有人圈地违法乱收费，请龙华区政府核实处理！（请职能局按规定在30分钟内联系市民，响应处置） 
2017-12-17 20:05:06龙华区金贸街道办：市民反映的问题，我街道嘉华社区工作人员20:00时，已到现场劝离收费人员。
市民再次来电反映：该现象又存在，请龙华区政府核实处理！（请职能局按规定在30分钟内联系市民，响应处置） ",龙华区政府服务中心,政府服务中心,2
11272,20180113262165,城管问题,施工管理,废弃料乱堆放,建筑垃圾,龙华区环卫来电反映: 滨海大道万绿园门口丢掷有许多公益广告牌，影响通行，请城管部门核实处理！（请职能局按规定在30分钟内联系市民，响应处置）,龙华区城管局,城市管理行政执法局,2
11273,20180113262456,城管问题,街面秩序,非机动车乱停放,人行道,交警来电反映: 金龙路上邦百汇城出口处有许多共享自行车乱停乱放，影响交通，请城管部门核实处理！（请职能局按规定在30分钟内联系市民，响应处置）,龙华区城管局,城市管理行政执法局,2
11279,20180114270100,城管问题,街面秩序,占道废品收购,占道经营,"市民来电反映:龙华区民生西路海岸一号小区后门的马路上有人占道经营（卖鱼）。请城管核实处理，谢谢！（请职能局按规定在30分钟内联系市民，响应处置）
",龙华区城管局,城市管理行政执法局,2
11283,20180112249676,住房保障,其他,其他,其他,"市民来电反映: 其是琼山区云龙镇山浮瑚海小区的业主，其2014年11月份于开发商签订合同购买该处的房子，当时缴纳了2万元的订金，合同上规定装修费总付是17万多，而开发商却要求其缴纳19万多的费用，其要求退回多收的2万多元钱，而开发商不给退，请住建局核实处理，谢谢(请职能局按照规定30分钟内联系市民，响应处置！)
于2018-01-10 10:11:07市住房和城乡建设局反馈：经了解，开发商表示该笔费用为当事人购买房屋时代理商收取的咨询费用，不属于开发商所收取的费用。鉴此，该问题属经济纠纷，属设法涉诉问题，已超出我局行政职能范围，建议通过司法途径维护自身权益。请12345热线引导市民通过司法途径维护自身权益，谢谢。（工单号：20180109213474）
市民再次来电咨询: 其想咨询购买房屋时代理商收取的咨询费用是否是合法的。请物价部门核实处理，谢谢(请职能局按照规定30分钟内联系市民，响应处置！)",海口市琼山区物价监督检查局,物价监督检查局,2
11285,20180114264255,城管问题,扩展事件,噪音,机器噪音,"市民来电反映:美兰区新埠岛横沟村海鲜大世界斜对面有大量工程车回填沙土产生噪音扰民。请城管部门核实处理！（30分钟办件）
2017-11-07 01:23:29美兰区城管局：接到市民投诉后，我局分派新埠中队于2017年11月7日1：00分到现场核查，经中队反馈，队员到场已责令停工，于2017年11月7日1:08分致电市民。（政府工单号20171107421650）
市民再次来电反映：该现象目前正在发生，城管部门处理多次还未解决，请城管部门核实处理！谢谢！（请职能局按规定在30分钟内联系市民，响应处置）
2017-12-24 美兰区城管局答复：接到投诉后，我局新埠中队于17/12/24 2:00到达现场，经现场反馈未发现有所说的情况，下一步我局将对该处加大巡查力度，发现将进行制止，已致电投诉人，单无人接听，已短信的方式告知。（20171224998311）
市民再次来电反映：该问题并未得到解决，希望职能局加大力度查处。(请职能局按规定在30分钟内联系市民，响应处置）（注：市民要求职能局到场要与市民电话对接处理）",美兰区城管局,城市管理行政执法局,2
11290,20180113257781,教育,其他,其他,其他,市民来电咨询: 其想在美兰区举办幼儿园，故咨询举办幼儿园的基本条件和审批程序,美兰区教育局,教育局,0
11291,20180114265520,绿化市容,城市管理,无证夜间施工,超时施工,"市民来电反映:龙华区滨涯路农垦中学附近有工地每天中午（12:00-14:00）超时施工产生噪音扰民。
请城管部门核实处理，谢谢！（请职能局按规定在30分钟内核实处理，响应处置）",龙华区城管局,城市管理行政执法局,2
11304,20180114265573,人力保障,劳动人事制度,工资奖金,克扣工资,"市民微信反映: 其姐姐是海口威立雅有限公司的员工，市民表示原来17年的年假可以在18年休，但是威立雅现在不给市民姐姐休假，部门经理叫做齐凤志，并且单位评级出现不合理现象，谁和经理关系好就可以升级，关系不好就评不上。请威立雅核实处理!（请职能局按规定在30分钟内联系市民，响应处置）
2018-01-12 19:47:23 海口威立雅水务有限公司：一、根据公司2017年4月17日印发了关于执行2017年绩效评估方案的通知（海威字[2017]73号），公布了2017年绩效评估方案。我司根据方案要求于近期开展2017年度员工绩效评估工作。公司各部门按照我司《2017年绩效评估方案》评估分数，按照公司绩效评估方案档级所占比例从高到底进行评估。该部门按照公司绩效评估方案,由各客服中心和大厅各班组根据每位员工全年的评估分数由高到低，按照各档级所占比例及人数进行评估，且评估结果均由中心主任和客服大厅各主管与员工具体面谈，不存在不公平之说。二、根据我司《员工公休补充规定》明确规定:“公司每年给予了员工充分的公休天数,员工应合理安排工作,本着劳逸结合,健康工作的初衷,原则上要求本年度内的公休必须在本年度内休完。因工作原因,公司员工在本年度(2017年)内确实无法安排的剩余公休天数,经上级领导批准,可以顺延至2018年度,但需在2018年的前两季度内休完,否则逾期作废”。且在公司内部工作网有发布《海口威立雅水务有限公司关于发布公司员工加班调休补充规定的通知》，全公司员工均可登录查看，不存在部门经理私下发邮件个别通知现象。综上所述，客户投诉的情况不属实，我司不予以受理。因客户电话保密，请前台做好解释工作。（工单号：20180112252311）
市民再次微信反映：客服部部门经理齐凤志私下发邮件通知，只有主管以上领导才可以顺延假期，普通员工客服不可以顺延，其投诉威立雅答复内容与（工单号：20180111236770），并没有为市民核实图片。（市民提供图片已上传附件）
请威立雅核实处理，谢谢！（请职能局按规定在30分钟内核实处理，响应处置）请威立雅核实处理，谢谢！（请职能局按规定在30分钟内核实处理，响应处置）",海口威立雅水务有限公司,威立雅水务有限公司,4
11313,20180114266544,城管问题,扩展事件,旅客投诉,公交车,"市民来电反映: 其的孩子于18点20分左右在海口药监局乘坐59路公交到老城软件园在公交车上手机被偷，其希望查看59路公交监控，请公共交通集团核实处理！谢谢！（请职能局按规定在30分钟内核实处理，响应处置）  、
2018-01-13 15:02:57海口市公共交通集团有限公司答复：因市民未提供59路详细车号信息，我司工作人员14:26分已致电市民告知以上情况，建议市民报警处理。
市民再次来电反映：该问题尚未得到解决，其表示公交集团联系其告知是说已经查到是哪两辆车，希望可以继续为其查看监控进行排查，且其已经报警，将监控提供给公安进行调查，请公共交通集团核实处理！谢谢！（请职能局按规定在30分钟内联系市民，响应处置）",海口市公共交通集团有限公司,公共交通集团有限公司,4
11314,20180114265481,绿化市容,禽类饲养,城区家禽饲养,养鸡,市民微信反映: 琼山区振兴路39号省机电工程学校宿舍区里面有人养鸡，影响休息，且二栋宿舍楼顶上有容易爆炸燃烧的的煤气罐存放，请城管核实处理！谢谢！（请职能局按规定在30分钟内联系市民，响应处置）,琼山区城市管理行政执法局,城市管理行政执法局,2
11319,20180114268093,教育,其他,其他,其他,市民来电咨询: 其在西海岸祥和家园购买的学区房，但是户主是其孩子的爷爷奶奶，其想咨询户主孙子是否可以在学区房附近的学校上学，在户主孙子上学之前把房子租给别人，会不会影响其孩子上学，请教育局核实处理（30分钟内联系市民响应处置！）,市教育局,教育局,0
11325,20180114266990,城管问题,市容环境,污水溢流,其他,市民来电反映：龙华区坡博路虹冠大厦西边大院里面海口轩航汽车维修中心在虹冠酒店西边空地露天洗车，洗车过程中产生噪音污染及污水随意排放，影响市容市貌，请城管部门核实处理！（请职能局按规定在30分钟内联系市民，响应处置）,龙华区城管局,城市管理行政执法局,2
11327,20180114269177,电力,停电,停电原因,电压低,"市民来电反映:美兰区演丰镇美兰村委会英喉村土地整改项目已经施工完毕，变压器已经安装好，但至今一直没有通电，多次向供电反映该情况一直未处理，请职能局核实处理。,政府工单号：20171115503871
2017-11-15 15:41:45市国土资源局反馈：接单后，于2017年11月15日10:27与诉求人取得联系，根据诉求人反映，该项目为我中心组织实施的海口市美兰区演丰镇导户坡耕地开垦项目，其电力工程承担单位为海南耐迪电力工程有限公司。经与耐迪公司负责人对接了解，及结合现场实际情况，目前项目电力工程已完工，耐迪公司已完成电力工程图纸等资料编制，并在本周内报送电力部门，待通过验收后即可通电。我中心将加强监督，敦促耐迪公司认真配合好电力工程验收工作，及时通电。已将有关情况告知诉求人，诉求人表示理解。
市民再次来电反映：现在依然没有完工，其认为不合理，请国土局核实处理（30分钟内联系市民响应处置！）",市国土资源局,国土资源局,2
11345,20180112253653,“12345”热线,12345热线,信息咨询,信息咨询,市民来电咨询: 怎样在网上开通有线电视的问题,中国有线电视网络有限公司海口分公司,中国有线电视网络有限公司,4
11358,20180113262661,城管问题,市容环境,道路污染,遗撒泥土,市民来电反映:琼山大道天鹅湾小区门前路段因拉土方的工程车辆遗留大量泥土，给市民通行带来不便，望有关部门进行处理。请城管部门核实处理！（请职能局按规定在30分钟内联系市民，响应处置）,美兰区城管局,城市管理行政执法局,2
11359,20180114263912,城管问题,扩展事件,旅客投诉,公交车,市民来电反映: 其投诉1路公交车，其于2018年1月3日23:40在秀英区政府站往府城方向道路上等候该车，但是于2018年1月14日0:14还未等待该车，请公交集团核实处理！谢谢！(请职能局按照规定30分钟内联系市民，响应处置！),海口市公共交通集团有限公司,公共交通集团有限公司,4
11360,20180114270222,教育,其他,其他,其他,市民来电咨询: 龙华区椰海大道海口山高中学学校要求初三年级寒假期间1月23日到2月2日补课共10天，故来电咨询寒假期间是否允许补课。请海口市教育局核实处理，谢谢（请职能局按规定在30分钟内，响应处置）,市教育局,教育局,0
11362,20180113258229,城管问题,市容环境,道路污染,垃圾,市民来电反映: 琼山大道琼山中学门口有大堆宣传单在路面上污染路面。请琼山区政府核实处理，（请职能局按规定在30分钟内联系市民，响应处置）,海口市京环城市环境服务有限公司,京环城市环境服务有限公司,4
11364,20180113261122,绿化市容,城市管理,其他,其他,市民微信反映:龙华区玉沙路京华城B区3层儿童区以及旁边的厕所本是禁止吸烟区，但经常有人抽烟，其向商场工作人员反映也无人处理，请城管核实处理！（请职能局按规定在30分钟，响应处置）,龙华区城管局,城市管理行政执法局,2
11367,20180114266649,工商(消保),其他,其他,其他,市民来电反映: 其在龙华区解放西金棕榈的一楼广场的袋鼠皮具店购买了一个钱包，但是店家告知其该钱包是特价不退不换，其表示该包不可以放相关的证件，其想换大一点的包，请工商局核实处理，谢谢！（请职能局按规定在30分钟内核实处理，响应处置）,海口工商局,工商局,0
11374,20180112253705,城管问题,扩展事件,公交车,站点,市民来电咨询: 其在夏威夷海岸等待57路公交车，其想咨询该57路公交车的末班车时间，请公交集团核实处理！（请职能局按规定在30分钟内核实处理，响应处置）,海口市公共交通集团有限公司,公共交通集团有限公司,4
11377,20180113259495,交通港口,公交巴士,线路咨询,线路咨询,市民来电咨询: 99路公交车线路返回路线途径站点的问题,海口市公共交通集团有限公司,公共交通集团有限公司,4
11386,20180112250352,司法行政,其他,其他,其他,"大英社区来电反馈: （工单号20180112247942）《关于美兰区南宝路龙翔大厦房子漏水的问题》 处理情况
工单内容：
市民云反映：其的房子在美兰区南宝路龙翔大厦，从2017125日到25日至今仍在漏水，得不到解决，联系物业公司，物业公司协助请了专业人士到楼上勘察漏水原因，也说明漏水情况，但是楼上业主距不承认责任，一再推脱，不积极解决，甚至不出面，导致我房子屋顶大面漏水，发黑长霉，乃至于要墙体脱落，最重要的是漏水点是从电线管，电灯处，电灯开关漏水，存在大量隐患，我诉求有关部门协助帮忙解决这个重大的安全隐患，漏水是在电线处，容易漏电引发火灾，长时间屋顶漏水也容易墙体脱落，以免出现重大事故，现在中央也提出军民融合，我也是军人家属，我希望得到有关部门的重视和解决。请美兰区政府核实处理！谢谢！（请职能局按规定在30分钟内核实处理，响应处置）
2017-12-29 10:30:00美兰区海府路街道办答复：接到办件我大英社区工作人员已与今天上午九点多联系了808（被投诉人）、706房（投诉人）和物业工作人员四方一起坐下商谈，最终达成一致，由物业工作人员向物业负责人反映房屋漏水要请一个专业人员来鉴定具体漏水源头，才能从根本上解决问题，鉴定出是谁的就有谁负责维修。双都没意见。（工单号20171225021129）
市民再次通过市民云反映：2017年12月29日南宝路龙翔大厦房屋棚顶漏水，楼上业主也承认是他家责任，经过协商业主也答应处理好，但是最近还在继续漏水，房屋一拖再拖，受损严重，其想请有关部门可以出面解决问题，或者给其指点一下到底哪个部门可以管管这种没有道德的人。如果在继续漏水、漏电，出了大问题就是后悔了也来不及，难道政府就不能管管这种人吗？请职能局核实处理。（请职能局按规定在30分钟内联系市民，响应处置）   ",美兰区政府服务中心,政府服务中心,2
11392,20180114267985,城管问题,宣传广告,占道广告牌,占道放置,市民来电反映:琼山区府城桂林上村60号林元幼儿园旁边有市民在占道修理人力拉板车，污染路面，影响市容市貌，并表示城管队员从未到场进行处理，如城管队员到场请直接与其联系。请城管核实处理！谢谢！（请职能局按规定在30分钟内处置）,琼山区城市管理行政执法局,城市管理行政执法局,2
11393,20180112252311,水务,其他,其他,其他,"市民微信反映: 其姐姐是海口威立雅有限公司的员工，市民表示原来17年的年假可以在18年休，但是威立雅现在不给市民姐姐休假，部门经理叫做齐凤志，并且单位评级出现不合理现象，谁和经理关系好就可以升级，关系不好就评不上。请威立雅核实处理!（请职能局按规定在30分钟内联系市民，响应处置）
2018-01-11 海口威立雅水务有限公司答复：一、根据公司2017年4月17日印发了关于执行2017年绩效评估方案的通知（海威字[2017]73号），公布了2017年绩效评估方案。我司根据方案要求于近期开展2017年度员工绩效评估工作。公司各部门按照我司《2017年绩效评估方案》评估分数，按照公司绩效评估方案档级所占比例从高到底进行评估。该部门按照公司绩效评估方案,由各客服中心和大厅各班组根据每位员工全年的评估分数由高到低，按照各档级所占比例及人数进行评估，且评估结果均由中心主任和客服大厅各主管与员工具体面谈，不存在不公平之说。二、根据我司《员工公休补充规定》明确规定:“公司每年给予了员工充分的公休天数,员工应合理安排工作,本着劳逸结合,健康工作的初衷,原则上要求本年度内的公休必须在本年度内休完。因工作原因,公司员工在本年度(2017年)内确实无法安排的剩余公休天数,经上级领导批准,可以顺延至2018年度,但需在2018年的前两季度内休完,否则逾期作废”。且在公司内部工作网有发布《海口威立雅水务有限公司关于发布公司员工加班调休补充规定的通知》，全公司员工均可登录查看，不存在部门经理私下发邮件个别通知现象。综上所述，客户投诉的情况不属实，我司不予以受理。因客户电话保密，请前台做好解释工作。（工单编号20180111236770）
市民再次微信反映：客服部部门经理齐凤志私下发邮件通知，只有主管以上领导才可以顺延假期，普通员工客服不可以顺延。（市民提供图片已上传附件）
请威立雅核实处理，谢谢！（请职能局按规定在30分钟内核实处理，响应处置）",海口威立雅水务有限公司,威立雅水务有限公司,4
11407,20180113254592,城管问题,街面秩序,占道废品收购,占道经营,市民来电反映: 琼山区文庄路鼓楼街路口有烧烤商贩占道经营，请城管核实处理（请职能局在规定30分钟内联系市民，响应处置。）（该问题已经多次反映，城管是否取缔）,琼山区城市管理行政执法局,城市管理行政执法局,2
11408,20180113254591,城管问题,街面秩序,占道废品收购,占道经营,市民来电反映: 金山小区过去滨濂村东门门口有人占道经营（西林广场门口），请城管核实处理！（请职能局按规定在30分钟内联系市民，响应处置）,龙华区城管局,城市管理行政执法局,2
11415,20180112251696,城管问题,街面秩序,乱堆物料,乱堆物料,市民云反映：在龙华区金垦路老稻美食大街违规作业，拆围墙无人看护和未拉警戒线。请市城管局核实处理，谢谢！（请职能局按规定在30分钟内核实处理，响应处置）,龙华区城管局,城市管理行政执法局,2
11421,20180113262268,供水,供水报修,停水水小,水压低,市民来电反映: 其是居住在美兰区龙文坊（村子内井附近）三楼的住户，从1月11日凌晨起就出现水压低的情况，请威立雅核实处理！（请职能局按规定在30分钟内联系市民，响应处置）,海口威立雅水务有限公司,威立雅水务有限公司,4
11424,20180114268036,工商(消保),其他,其他,其他,"市民来电反映: 关于补充《美兰机场免税店涉嫌存在欺诈消费者》的问题,政府工单号：20180114267102工单内容：市民来电反映: 其于1月6号在美兰机场免税店购买了一眉笔，王试圣于7号取货时该商家给其一笔芯，其认为该页面上显示的是眉笔，却收到笔芯，该店存在虚假宣传，请工商局核实处理，谢谢！（请职能局按规定在30分钟内联系市民，响应处置）
市民来电补充：其是在三亚免税店购买的产品在海口免税店进行提货的，请工商局核实处理，谢谢！（请职能局按规定在30分钟内联系市民，响应处置）",海口工商局,工商局,0
11437,20180114268695,水务,其他,其他,其他,威立雅来电要求: 6790话务代表回电。,海口威立雅水务有限公司,威立雅水务有限公司,4
11444,20180113262788,供水,供水报修,其他报修,停水报修,市民来电反映:文明中路59号停水。,海口威立雅水务有限公司,威立雅水务有限公司,4
11445,20180114268514,部件,公共设施,线路,有线电视线路,"市民短信撤销:政府工单号20180112252348《关于美兰区人民大道88号北海岸1号楼501房电视信号故障的问题》工单处理情况
原工单内容：
市民短信反映: 其是美兰区人民大道88号北海岸1号楼501房业主，1月12日下午家里电视只能看中央一台其他电台看不了，联系有线电视但客服不接电话。故来电要求修复该处电视信号故障。请有线电视核实处理！（请职能局按规定在30分钟内响应处置）。",中国有线电视网络有限公司海口分公司,中国有线电视网络有限公司,4
11448,20180113258051,公安（治安、交通）,其他,其他,其他,市民来电咨询: 汽车南站搬迁到汽车总站旧址是否还会继续发车。请海南海汽运输集团股份有限公司核实处理！（请职能局按规定在30分钟联系市民，响应并处置！）,海南海汽运输集团股份有限公司,海汽运输集团股份有限公司,4
11449,20180113258246,环境保护,污染,噪音污染,施工噪音,市民来电反映:龙昆南二横路明光国际后面有个工地正在施工，严重影响周边居民正常休息。请城管核实处理，谢谢！（请职能局按规定在30分钟内核实处理，响应处置）,琼山区城市管理行政执法局,城市管理行政执法局,2
11453,20180113258497,教育,其他,其他,其他,"市民来电撤销：（工单编号：20180112247734）《关于秀英区长流中学高一六班的班主任的问题》工单
工单内容：
市民来电反映: 秀英区长流中学高一六班的班主任总是占用同学的自习课并且经常拖堂，在晚修时间要求上英语课，并且要求学生在英语课上换位置上课，其觉得不合理，请职能局核实处理。（请职能局按规定在30分钟内联系市民，响应处置）  ",市教育局,教育局,0
11460,20180114269747,人力保障,劳动人事制度,工资奖金,拖欠工资,市民来电咨询: 龙华区劳动监察大队的电话与地址的问题。,龙华区政府服务中心,政府服务中心,2
11465,20180113257876,其他,其他,其他,其他,市民来电咨询: 秀英区海口火车站公交车站处的公共厕所关上（1月13日12:00左右），给旅客带来不便，请秀英区政府核实处理，（请职能局按规定在30分钟内联系市民，响应处置）  ,秀英区政府服务中心,政府服务中心,2
11470,20180112251675,其他,其他,其他,其他,龙华文体局来电咨询: 未接到本热线致电的问题,龙华区政府服务中心,政府服务中心,2
11474,20180112250324,财政,其他,其他,其他,市民来电咨询: 财务报表填报资产负债表的左边待摊费用现在没有了，需要并到哪个科目？右边专项费用表也没有了，需要并到哪个科目？请财政局核实处理！（请职能局按规定在30分钟内联系市民，响应处置）,市财政局,财政局,0
11477,20180112252298,住房保障,物业服务管理,其他,其他,"市民微信咨询: 工单编号20180111237667《关于咨询美兰区海甸岛四东路银甸花园小区电梯何时可以修好的问题》工单处理情况。
工单内容：
市民来电反映: 美兰区海甸岛四东路银甸花园小区电梯已故障四个多月，至今为止物业未进行维修，故咨询何时可以修好？请美兰区政府核实处理，谢谢！（请职能局按规定在30分钟内联系市民，响应处置。） ",美兰区政府服务中心,政府服务中心,2
11480,20180113255787,教育,其他,其他,其他,市民来电反映: 琼山区新大洲大道琼山中学新校区高中部校门口有很教育机构举广告牌招生，影响市容！请市城管核实处理！（请职能局在规定30分钟内联系市民，响应处置）,琼山区城市管理行政执法局,城市管理行政执法局,2
11485,20180112251133,食品药品安全,其他,其他,其他,市民来电咨询: 其到龙华区政务中心食药监窗口办理的审批已经到了承诺的10个工作日，但是还没有通知其领证，故咨询怎样处理？请职能局核实处理。（请职能局按规定在30分钟内联系市民，响应处置） ,龙华区政府服务中心,政府服务中心,2
11490,20180113263800,邮政通信,通信,通信基站,设立,市民来电反映: 椰海大道红星村委会玉吴村，具体位置在海航城旁玉吴村路口进入左拐两次大概两百米左右，有工地超时违规施工噪音扰民，请城管核实处理！（请职能局按规定在30分钟内核实处理，响应处置）,琼山区城市管理行政执法局,城市管理行政执法局,2
11496,20180111235701,工商(消保),其他,其他,其他,市民来电反映: 其于龙华区万国4楼的鑫鑫美业化妆品店缴纳了10000元的订金，当时店家告知其在该店使用该订金购买商品可以有折扣，但是其只使用了400元，现想退还余下的订金，但是店家不给其退还该订金，故来电反映，请工商局核实处理，谢谢！（请职能局按规定在30分钟内联系市民，响应处置）,海口工商局,工商局,0
11498,20180112253581,供水,供水报修,其他报修,停水报修,市民来电反映:在秀英区金鼎南路66-1号秀丽六巷停水，故来电反映，请职能局核实处理，谢谢！（请职能局按规定在30分钟内核实处理，响应处置）,海口威立雅水务有限公司,威立雅水务有限公司,4
11499,20180112253508,部件,公共设施,通讯井盖,下陷,"中国移动来电反馈：工单号：20180112252214《关于秀英区长流镇秀英永桂工业区大门对面20米处有中国移动井盖已经掉落进洞中存在安全隐患的问题》工单处理情况
工单内容：
市民来电反映：海口市秀英区长流镇秀英永桂工业区大门对面20米处，有中国移动井盖已经掉落进洞中，存在安全隐患，希望职能部门能够处理。请中国移动公司核实处理！（请职能局按规定在30分钟内联系市民，响应处置）",中国移动海南分公司,中国移动,4
11502,20180112243207,住房保障,房屋权属,宅基地,其他,市民云反映：其是龙华区城西镇迎宾大道18号新城吾悦金街的业主，具体我要投诉以下1，规划局，住建局相互推诿扯皮，承认吾悦违规改动图纸。请职能局核实处理，谢谢！（请职能局按规定在30分钟内核实处理，响应处置）,海口市规划委员会,规划委员会,2
11518,20180113258205,住房保障,物业服务管理,停水,强制停水,市民来电反映: 美兰区海甸岛五西路恒福居商业广场停水的问题,海口威立雅水务有限公司,威立雅水务有限公司,4
11522,20180112247021,“12345”热线,12345热线,信息咨询,信息咨询,市民来电咨询：不动产窗口电话。,市国土资源局,国土资源局,2
11532,20180112252256,交通港口,公交巴士,服务规范,到站不停,市民公众号反映：于1月12日下午18点25分，62路车经过琼山区福祥家园站，过站不停，乘客拦车不停！拒载！请公交集团核实处理（请职能局按规定在30分钟内联系市民，响应处置）,海口市公共交通集团有限公司,公共交通集团有限公司,4
11535,20180114269116,人力保障,劳动保护,拖欠工资,拖欠工资,"龙华区劳动监察大队来电反馈: （政府工单号：20180114268033）《关于丘海大道金盛达建材城门口有工人讨薪的问题》工单结果
工单内容：
公安来电反映: 丘海大道金盛达建材城门口有3、4名工人讨薪，私自断电，公安已到场，故来电希望劳动监察大队能到场协调处理。请龙华区政府核实处理！谢谢！
（请职能局按规定在30分钟内联系市民，响应处置）  
",龙华区政府服务中心,政府服务中心,2
11539,20180113258505,发展改革,价格调控,市场物价,市场物价,市民微信反映: 龙华区明珠路的宜欣广场停车场收费过高。,龙华区政府服务中心,政府服务中心,2
11540,20180112249227,卫生计生,医疗服务,护工护理,护工护理,市民微信反映: 其1月12日下午到海口市第三医院ct取报告（早上医生告知下午三点可以取）时，护士告知下午4点才能取，态度非常差，还说是医生告知错误时间，与其无关，各种摆黑脸，态度非常差，所以投诉该护士，请市卫生局核实处理。（请职能局按规定在30分钟内联系市民，响应处置。） ,市卫生局,卫生局,0
11541,20180114265295,人力保障,劳动保护,拖欠工资,拖欠工资,"市民来电反映: 龙华区宜欣广场好像有人讨薪，导致广场的各个路口无法将车辆开进去，希望工作人员核查情况。请龙华区核实处理。（请职能局按规定在30分钟内核实处理，响应处置）
 2018-01-13 13:17:43龙华区劳动保障监察大队回复：根据此文件，公安部门要到现场疏散人群，了解情况，维护现场秩序，控制局面和事态发展，先解决当事人的行为问题。
市民再次来电反映：其联系金贸派出所工作人员告知龙华区劳动监察大队未进行移交且仍有工人在讨薪，故来电反映，请龙华区劳动监察大队核实处理！（请职能局在三十分钟内联系市民，响应处置！）",龙华区劳动保障监察大队,劳动保障监察大队,2
11547,20180112252624,部件,公共设施,线路,有线电视线路,"中国有线电视来电反馈：政府工单号：20180112252017《关于投诉海南有线电视客户电话963999无人接听的问题》工单结果
工单内容：
市民通过公众号反映：其1月12日多次拨打海南有线电视客户电话963999，但永远都打不通，其认为不合理，请有线电视核实处理！（请职能局按规定在30分钟内联系市民，响应处置）",中国有线电视网络有限公司海口分公司,中国有线电视网络有限公司,4
11567,20180113255422,燃气,其他,其他,其他,市民来电咨询: 汽车南站搬迁到汽车总站旧址是否还会继续发车。请海南海汽运输集团股份有限公司核实处理！（请职能局按规定在30分钟联系市民，响应并处置！）,海南海汽运输集团股份有限公司,海汽运输集团股份有限公司,4
11568,20180114264948,城乡建设,道路维护,路面养护,坑洼,市民来电反映：滨海大道和东方洋路交叉口（中国银行秀英支行出入口处）人行道一个路缘石损坏，影响出行安全，请市政维修公司核实处理！（请职能局按规定在30分钟内联系市民，响应处置） ,市政工程维修公司,市政工程维修公司,4
11585,20180113262129,其他,其他,其他,其他,市民来电咨询：23路公交站终点站的问题,海口市公共交通集团有限公司,公共交通集团有限公司,4
11586,20180116295097,工商(消保),其他,其他,其他,市民来电反映: 其去秀英区南海大道上金牛路路口与海垦路路口中间的中石化加油站加油，但是该加油站给其加了350元95号油，市民表示加满油箱不需要350元，其认为该加油站缺斤少两欺诈消费者，故来电投诉。请工商局核实处理，谢谢！（请职能局按规定在30分钟内联系市民，响应处置）,海口工商局,工商局,0
11589,20180114267856,供水,其他,其他,其他,开源水务来电报备: 2018年01月14日11:03中铁四局挖断我司长滨路过路管DN300阀门，拟定停水抢修时间13:00-17:00时间段修复（预计17:00修复）。影响用户：起步片区、火车站片区、富力盈溪谷片区。,海口市开源水务资产管理有限公司,开源水务资产管理有限公司,4
11592,20180114267595,城管问题,扩展事件,公交车,站点,"市民来电反映: 在龙华区龙华路龙华区法院站需要乘坐15路公交车迟迟未到站的问题。

",海口市公共交通集团有限公司,公共交通集团有限公司,4
11595,20180114266426,城管问题,扩展事件,旅客投诉,公交车,市民来电反映: 咨询马拉松比赛21路公交车是否正常通行的问题,海口市公共交通集团有限公司,公共交通集团有限公司,4
11603,20180114269720,其他,其他,其他,其他,市民来电反映:其于1月12日在白龙北路238号鑫航不锈钢制品店购买了不锈钢制品，其当时不方便携带给店家支付60元运费，店家承诺找搬运车送达，但1月14日司机师傅在送货时没有给其送达就反馈店家（其称司机师傅告知一个位置叫其去接物品，但司机所在位置距离其家还有一段距离），联系店家称物品还在店里需要其自己，请工商部门核实处理。,海口工商局,工商局,0
